,marital,mntlhlth,degree,satfin,neisafe,relpersn,race_is_white,race_is_black,race_is_other
3600,1,8.0,0.0,2.0,2.0,3.0,True,False,False
3601,0,1.0,1.0,2.0,1.0,4.0,True,False,False
3602,1,1.0,1.0,1.0,2.0,2.0,True,False,False
3604,0,0.0,1.0,1.0,1.0,2.0,True,False,False
3605,1,0.0,1.0,2.0,1.0,2.0,False,True,False
3606,0,0.0,4.0,2.0,1.0,4.0,True,False,False
3607,1,10.0,1.0,2.0,1.0,4.0,True,False,False
3608,0,1.0,3.0,1.0,1.0,2.0,False,True,False
3609,1,0.0,0.0,2.0,1.0,3.0,True,False,False
3610,0,10.0,1.0,2.0,1.0,3.0,True,False,False
3611,0,0.0,1.0,2.0,1.0,3.0,True,False,False
3612,1,0.0,1.0,2.0,1.0,1.0,False,True,False
3613,0,30.0,3.0,3.0,1.0,2.0,True,False,False
3614,0,0.0,1.0,2.0,1.0,3.0,False,True,False
3615,0,0.0,1.0,1.0,1.0,3.0,False,True,False
3616,0,14.0,1.0,2.0,1.0,3.0,False,True,False
3618,0,1.0,1.0,1.0,2.0,4.0,True,False,False
3620,0,16.0,1.0,3.0,3.0,2.0,False,False,True
3621,0,0.0,1.0,2.0,2.0,4.0,True,False,False
3622,0,1.0,1.0,3.0,3.0,4.0,True,False,False
3623,1,0.0,3.0,2.0,2.0,2.0,True,False,False
3628,1,7.0,3.0,1.0,1.0,4.0,True,False,False
3630,1,3.0,2.0,2.0,1.0,3.0,False,False,True
3631,0,0.0,1.0,1.0,1.0,3.0,True,False,False
3632,0,2.0,3.0,2.0,1.0,4.0,True,False,False
3634,0,0.0,1.0,2.0,3.0,3.0,True,False,False
3635,0,2.0,1.0,2.0,3.0,2.0,True,False,False
3636,0,5.0,3.0,1.0,2.0,4.0,True,False,False
3637,0,0.0,3.0,1.0,2.0,2.0,True,False,False
3640,0,0.0,1.0,3.0,3.0,2.0,True,False,False
3641,1,5.0,2.0,2.0,3.0,4.0,True,False,False
3642,0,5.0,2.0,2.0,2.0,3.0,True,False,False
3644,0,0.0,0.0,1.0,3.0,4.0,True,False,False
3645,1,3.0,3.0,2.0,2.0,4.0,True,False,False
3647,1,0.0,3.0,2.0,2.0,3.0,True,False,False
3648,0,0.0,1.0,1.0,2.0,1.0,True,False,False
3650,0,0.0,2.0,2.0,2.0,3.0,True,False,False
3651,0,1.0,1.0,2.0,2.0,2.0,True,False,False
3652,1,0.0,1.0,3.0,1.0,4.0,True,False,False
3653,1,0.0,1.0,3.0,1.0,1.0,True,False,False
3654,0,0.0,0.0,2.0,1.0,2.0,False,False,True
3655,1,22.0,1.0,2.0,1.0,4.0,True,False,False
3656,0,12.0,2.0,2.0,1.0,4.0,True,False,False
3659,0,5.0,1.0,2.0,2.0,4.0,True,False,False
3660,1,0.0,1.0,2.0,2.0,2.0,False,True,False
3662,0,5.0,2.0,3.0,2.0,1.0,False,True,False
3663,0,0.0,1.0,3.0,3.0,2.0,False,False,True
3664,1,25.0,1.0,2.0,2.0,4.0,False,True,False
3665,0,3.0,1.0,1.0,3.0,3.0,True,False,False
3667,1,0.0,0.0,2.0,3.0,4.0,False,False,True
3668,1,7.0,1.0,2.0,2.0,1.0,True,False,False
3670,1,4.0,3.0,3.0,2.0,2.0,True,False,False
3671,1,5.0,0.0,3.0,2.0,2.0,False,False,True
3673,1,0.0,4.0,2.0,2.0,4.0,True,False,False
3674,1,1.0,1.0,2.0,2.0,2.0,False,False,True
3675,0,4.0,2.0,2.0,3.0,4.0,False,False,True
3677,0,0.0,3.0,2.0,2.0,4.0,True,False,False
3678,0,30.0,3.0,2.0,2.0,4.0,True,False,False
3679,1,7.0,3.0,3.0,3.0,1.0,False,True,False
3680,1,0.0,1.0,3.0,1.0,1.0,False,False,True
3681,0,1.0,1.0,3.0,1.0,1.0,False,True,False
3682,0,0.0,1.0,2.0,2.0,1.0,True,False,False
3687,0,0.0,4.0,1.0,2.0,3.0,True,False,False
3693,0,2.0,1.0,2.0,1.0,3.0,True,False,False
3694,1,0.0,3.0,2.0,1.0,3.0,True,False,False
3695,0,0.0,3.0,2.0,1.0,2.0,True,False,False
3697,1,0.0,3.0,1.0,1.0,4.0,True,False,False
3699,0,0.0,1.0,2.0,1.0,4.0,True,False,False
3700,1,0.0,1.0,3.0,1.0,3.0,True,False,False
3702,1,0.0,3.0,1.0,1.0,3.0,True,False,False
3705,0,12.0,2.0,2.0,2.0,4.0,False,False,True
3706,1,0.0,0.0,1.0,2.0,1.0,True,False,False
3707,1,0.0,0.0,2.0,3.0,2.0,False,False,True
3708,0,0.0,1.0,3.0,3.0,4.0,True,False,False
3709,0,0.0,1.0,3.0,3.0,4.0,True,False,False
3711,1,0.0,1.0,2.0,3.0,2.0,True,False,False
3713,1,0.0,1.0,2.0,3.0,4.0,False,False,True
3714,1,0.0,2.0,1.0,2.0,4.0,True,False,False
3715,0,3.0,1.0,2.0,3.0,2.0,True,False,False
3716,1,0.0,2.0,2.0,2.0,2.0,True,False,False
3720,0,0.0,3.0,2.0,2.0,2.0,False,False,True
3721,0,0.0,1.0,2.0,2.0,3.0,True,False,False
3722,1,5.0,2.0,1.0,1.0,2.0,True,False,False
3725,1,0.0,3.0,1.0,1.0,1.0,False,True,False
3727,0,0.0,3.0,2.0,1.0,4.0,False,True,False
3728,1,0.0,3.0,2.0,1.0,4.0,True,False,False
3729,1,0.0,1.0,2.0,1.0,4.0,True,False,False
3731,1,0.0,1.0,1.0,2.0,1.0,False,True,False
3733,0,0.0,1.0,3.0,3.0,3.0,True,False,False
3735,0,0.0,1.0,1.0,1.0,4.0,True,False,False
3737,0,0.0,0.0,2.0,3.0,4.0,False,True,False
3739,1,3.0,3.0,1.0,1.0,2.0,True,False,False
3742,0,0.0,3.0,2.0,1.0,3.0,True,False,False
3743,1,0.0,3.0,1.0,1.0,1.0,True,False,False
3744,1,0.0,4.0,1.0,1.0,4.0,True,False,False
3746,1,0.0,4.0,1.0,1.0,4.0,True,False,False
3748,1,3.0,3.0,1.0,1.0,1.0,True,False,False
3749,0,30.0,1.0,3.0,1.0,2.0,True,False,False
3750,1,0.0,3.0,2.0,1.0,1.0,True,False,False
3751,1,10.0,2.0,2.0,1.0,3.0,True,False,False
3752,0,30.0,1.0,3.0,1.0,2.0,True,False,False
3753,0,0.0,3.0,1.0,1.0,3.0,True,False,False
3756,0,10.0,3.0,2.0,1.0,2.0,True,False,False
3758,0,0.0,3.0,3.0,1.0,2.0,True,False,False
3760,0,10.0,1.0,3.0,2.0,2.0,False,True,False
3761,0,0.0,1.0,2.0,2.0,3.0,False,True,False
3762,0,0.0,0.0,2.0,2.0,4.0,False,True,False
3766,0,0.0,1.0,1.0,2.0,4.0,True,False,False
3768,0,3.0,1.0,3.0,1.0,4.0,True,False,False
3769,0,30.0,1.0,3.0,1.0,3.0,True,False,False
3770,0,0.0,1.0,1.0,4.0,1.0,False,True,False
3773,0,8.0,1.0,1.0,4.0,3.0,False,True,False
3779,1,0.0,1.0,3.0,2.0,3.0,True,False,False
3780,0,0.0,1.0,2.0,3.0,4.0,True,False,False
3781,0,30.0,1.0,3.0,2.0,4.0,True,False,False
3782,1,4.0,1.0,2.0,2.0,3.0,True,False,False
3783,0,30.0,1.0,2.0,2.0,4.0,True,False,False
3784,1,2.0,1.0,2.0,1.0,2.0,True,False,False
3788,0,30.0,1.0,3.0,2.0,3.0,True,False,False
3789,0,0.0,1.0,2.0,2.0,2.0,True,False,False
3790,1,0.0,3.0,2.0,2.0,3.0,True,False,False
3791,0,0.0,3.0,2.0,2.0,2.0,True,False,False
3792,1,0.0,1.0,1.0,2.0,2.0,True,False,False
3793,1,3.0,3.0,2.0,2.0,2.0,True,False,False
3794,1,0.0,1.0,2.0,1.0,4.0,True,False,False
3795,1,0.0,4.0,1.0,1.0,2.0,True,False,False
3800,1,0.0,3.0,2.0,1.0,1.0,True,False,False
3801,1,5.0,2.0,3.0,1.0,2.0,True,False,False
3803,1,0.0,4.0,1.0,1.0,4.0,True,False,False
3804,1,0.0,4.0,1.0,1.0,1.0,True,False,False
3805,0,1.0,1.0,2.0,1.0,3.0,True,False,False
3807,0,3.0,2.0,2.0,1.0,2.0,False,True,False
3811,1,0.0,1.0,2.0,1.0,4.0,False,True,False
3814,1,0.0,1.0,2.0,1.0,3.0,False,False,True
3815,1,0.0,1.0,3.0,1.0,2.0,False,True,False
3816,0,4.0,2.0,2.0,2.0,3.0,True,False,False
3818,0,0.0,3.0,2.0,1.0,2.0,True,False,False
3819,0,12.0,3.0,2.0,2.0,4.0,True,False,False
3820,0,0.0,0.0,3.0,3.0,3.0,True,False,False
3826,1,0.0,0.0,1.0,1.0,3.0,False,False,True
3827,1,2.0,3.0,3.0,1.0,2.0,True,False,False
3828,0,0.0,3.0,1.0,1.0,3.0,True,False,False
3829,1,2.0,1.0,2.0,1.0,2.0,False,True,False
3831,1,5.0,1.0,1.0,1.0,2.0,True,False,False
3832,1,30.0,1.0,2.0,1.0,2.0,True,False,False
3833,0,0.0,1.0,2.0,2.0,3.0,False,False,True
3834,0,4.0,1.0,2.0,2.0,2.0,False,True,False
3835,0,0.0,1.0,2.0,1.0,2.0,False,True,False
3836,0,30.0,0.0,3.0,3.0,2.0,False,False,True
3837,1,2.0,1.0,2.0,3.0,1.0,True,False,False
3838,0,10.0,1.0,2.0,3.0,2.0,True,False,False
3839,0,0.0,0.0,3.0,1.0,4.0,True,False,False
3840,0,0.0,2.0,3.0,3.0,3.0,False,True,False
3841,0,0.0,1.0,3.0,2.0,2.0,True,False,False
3843,1,0.0,3.0,1.0,1.0,2.0,True,False,False
3844,0,2.0,1.0,1.0,1.0,2.0,True,False,False
3846,1,5.0,4.0,2.0,1.0,4.0,True,False,False
3847,1,0.0,3.0,2.0,1.0,2.0,True,False,False
3848,1,2.0,3.0,1.0,1.0,3.0,True,False,False
3851,1,4.0,3.0,2.0,1.0,3.0,True,False,False
3852,0,0.0,4.0,1.0,1.0,2.0,True,False,False
3853,0,20.0,3.0,1.0,1.0,4.0,True,False,False
3854,1,7.0,3.0,1.0,1.0,3.0,True,False,False
3855,1,20.0,1.0,1.0,1.0,4.0,True,False,False
3856,1,30.0,1.0,3.0,1.0,4.0,True,False,False
3858,0,15.0,1.0,2.0,2.0,3.0,True,False,False
3861,0,4.0,1.0,3.0,2.0,3.0,True,False,False
3862,0,1.0,1.0,3.0,2.0,3.0,True,False,False
3864,0,2.0,1.0,2.0,3.0,4.0,True,False,False
3865,0,30.0,1.0,3.0,2.0,4.0,True,False,False
3866,0,3.0,1.0,2.0,2.0,3.0,True,False,False
3867,1,1.0,2.0,2.0,1.0,3.0,True,False,False
3870,0,30.0,3.0,2.0,2.0,1.0,True,False,False
3871,0,0.0,3.0,1.0,2.0,4.0,False,False,True
3872,0,0.0,4.0,2.0,2.0,1.0,False,False,True
3873,0,0.0,3.0,2.0,2.0,4.0,False,True,False
3874,1,3.0,3.0,2.0,1.0,4.0,True,False,False
3875,0,0.0,3.0,3.0,1.0,3.0,True,False,False
3876,0,0.0,4.0,1.0,2.0,4.0,False,False,True
3877,0,29.0,1.0,1.0,2.0,4.0,True,False,False
3878,0,0.0,1.0,1.0,2.0,4.0,False,True,False
3879,1,2.0,3.0,1.0,1.0,2.0,True,False,False
3880,1,15.0,4.0,2.0,1.0,1.0,True,False,False
3881,0,2.0,3.0,1.0,1.0,2.0,True,False,False
3882,1,0.0,2.0,2.0,1.0,2.0,True,False,False
3884,0,0.0,1.0,3.0,2.0,1.0,False,True,False
3885,1,0.0,1.0,1.0,2.0,2.0,False,False,True
3887,0,15.0,2.0,3.0,2.0,3.0,False,True,False
3888,0,2.0,1.0,2.0,2.0,3.0,True,False,False
3891,1,0.0,3.0,1.0,1.0,2.0,True,False,False
3892,0,0.0,2.0,1.0,1.0,3.0,True,False,False
3893,0,30.0,1.0,1.0,1.0,1.0,True,False,False
3895,0,0.0,1.0,2.0,1.0,4.0,True,False,False
3896,0,2.0,3.0,2.0,1.0,1.0,True,False,False
3897,0,0.0,1.0,1.0,1.0,4.0,True,False,False
3899,0,0.0,1.0,2.0,1.0,1.0,True,False,False
3900,0,15.0,3.0,3.0,2.0,4.0,True,False,False
3901,0,0.0,2.0,2.0,2.0,2.0,True,False,False
3902,0,3.0,0.0,2.0,2.0,3.0,True,False,False
3904,0,2.0,3.0,2.0,2.0,4.0,True,False,False
3906,1,2.0,4.0,1.0,1.0,3.0,True,False,False
3907,0,0.0,3.0,2.0,1.0,3.0,True,False,False
3909,1,0.0,4.0,2.0,1.0,1.0,False,False,True
3910,0,0.0,1.0,2.0,1.0,4.0,True,False,False
3911,0,14.0,3.0,3.0,2.0,3.0,False,False,True
3918,0,0.0,1.0,2.0,1.0,1.0,True,False,False
3920,0,18.0,1.0,2.0,2.0,3.0,True,False,False
3923,0,0.0,0.0,1.0,1.0,1.0,True,False,False
3924,1,0.0,1.0,2.0,2.0,2.0,True,False,False
3925,1,0.0,1.0,3.0,2.0,2.0,True,False,False
3926,1,2.0,1.0,2.0,2.0,3.0,True,False,False
3927,0,3.0,1.0,2.0,2.0,3.0,True,False,False
3928,0,10.0,0.0,3.0,2.0,1.0,True,False,False
3930,0,0.0,1.0,2.0,2.0,4.0,True,False,False
3931,1,0.0,1.0,2.0,2.0,2.0,False,False,True
3932,0,0.0,1.0,3.0,2.0,1.0,True,False,False
3934,0,0.0,2.0,1.0,1.0,4.0,True,False,False
3935,0,0.0,1.0,2.0,1.0,2.0,False,False,True
3936,0,0.0,2.0,3.0,2.0,3.0,False,True,False
3940,0,0.0,1.0,2.0,1.0,2.0,False,True,False
3941,1,0.0,1.0,2.0,1.0,4.0,True,False,False
3942,1,0.0,3.0,2.0,1.0,2.0,True,False,False
3944,1,0.0,3.0,2.0,1.0,3.0,True,False,False
3945,0,0.0,0.0,3.0,1.0,3.0,True,False,False
3947,0,0.0,1.0,2.0,2.0,2.0,True,False,False
3948,0,7.0,1.0,3.0,4.0,4.0,True,False,False
3949,0,0.0,0.0,2.0,4.0,2.0,False,False,True
3950,1,0.0,1.0,1.0,3.0,3.0,True,False,False
3951,0,0.0,1.0,3.0,2.0,2.0,True,False,False
3952,0,5.0,3.0,1.0,1.0,2.0,True,False,False
3955,1,0.0,1.0,2.0,2.0,2.0,True,False,False
3956,1,0.0,4.0,1.0,2.0,3.0,True,False,False
3957,1,0.0,3.0,2.0,2.0,4.0,True,False,False
3958,1,0.0,4.0,1.0,2.0,2.0,False,False,True
3959,1,1.0,3.0,1.0,2.0,2.0,True,False,False
3961,1,0.0,1.0,2.0,2.0,3.0,True,False,False
3962,0,2.0,3.0,2.0,2.0,4.0,True,False,False
3963,1,10.0,1.0,2.0,3.0,2.0,True,False,False
3964,0,5.0,3.0,2.0,2.0,4.0,True,False,False
3965,0,0.0,1.0,2.0,3.0,2.0,False,True,False
3968,0,14.0,0.0,2.0,2.0,4.0,True,False,False
3969,0,15.0,1.0,2.0,3.0,3.0,True,False,False
3970,0,30.0,1.0,3.0,3.0,4.0,True,False,False
3971,0,0.0,1.0,3.0,2.0,4.0,True,False,False
3972,0,0.0,1.0,2.0,1.0,3.0,False,True,False
3973,1,2.0,1.0,1.0,1.0,3.0,False,True,False
3974,1,0.0,2.0,2.0,1.0,3.0,True,False,False
3976,1,5.0,3.0,3.0,1.0,4.0,True,False,False
3977,1,3.0,1.0,2.0,1.0,1.0,True,False,False
3979,0,30.0,1.0,2.0,1.0,4.0,True,False,False
3980,1,4.0,1.0,2.0,2.0,2.0,True,False,False
3981,1,0.0,1.0,1.0,1.0,4.0,True,False,False
3983,0,15.0,1.0,3.0,2.0,2.0,False,True,False
3985,0,0.0,1.0,3.0,2.0,4.0,False,True,False
3987,0,2.0,1.0,2.0,1.0,4.0,False,False,True
3988,0,0.0,1.0,3.0,2.0,1.0,False,False,True
3989,0,15.0,2.0,3.0,1.0,4.0,True,False,False
3991,0,3.0,1.0,1.0,2.0,4.0,True,False,False
3992,1,0.0,3.0,1.0,1.0,1.0,True,False,False
3993,0,10.0,1.0,1.0,1.0,3.0,True,False,False
3995,0,5.0,3.0,3.0,1.0,2.0,True,False,False
3997,0,3.0,1.0,3.0,3.0,3.0,False,True,False
4000,1,0.0,3.0,1.0,1.0,2.0,True,False,False
4001,1,0.0,4.0,2.0,1.0,1.0,True,False,False
4003,1,0.0,0.0,1.0,1.0,2.0,True,False,False
4004,1,2.0,1.0,3.0,1.0,4.0,False,False,True
4008,0,0.0,2.0,1.0,2.0,2.0,False,True,False
4009,0,0.0,1.0,2.0,2.0,3.0,True,False,False
4011,0,6.0,4.0,2.0,2.0,4.0,False,False,True
4014,0,0.0,1.0,1.0,2.0,2.0,False,False,True
4015,0,3.0,0.0,3.0,1.0,3.0,True,False,False
4016,0,15.0,3.0,2.0,2.0,3.0,True,False,False
4020,1,0.0,1.0,2.0,2.0,1.0,False,True,False
4021,0,1.0,1.0,2.0,2.0,3.0,False,True,False
4022,0,30.0,3.0,3.0,1.0,3.0,False,False,True
4023,0,5.0,1.0,2.0,1.0,4.0,False,False,True
4024,1,0.0,2.0,1.0,1.0,1.0,True,False,False
4026,1,0.0,3.0,1.0,1.0,2.0,False,False,True
4030,1,0.0,4.0,1.0,2.0,3.0,True,False,False
4031,1,0.0,3.0,2.0,1.0,3.0,True,False,False
4036,1,0.0,3.0,1.0,1.0,3.0,True,False,False
4037,0,0.0,3.0,2.0,1.0,1.0,True,False,False
4038,0,4.0,1.0,2.0,1.0,4.0,True,False,False
4040,1,4.0,3.0,2.0,1.0,3.0,False,True,False
4041,0,0.0,3.0,3.0,1.0,4.0,False,False,True
4043,1,0.0,1.0,2.0,2.0,1.0,True,False,False
4047,1,30.0,1.0,2.0,2.0,4.0,True,False,False
4048,0,3.0,1.0,2.0,2.0,3.0,True,False,False
4049,1,2.0,1.0,1.0,2.0,2.0,True,False,False
4055,1,0.0,1.0,1.0,1.0,1.0,True,False,False
4056,1,1.0,3.0,1.0,1.0,2.0,True,False,False
4057,1,0.0,2.0,2.0,1.0,2.0,True,False,False
4059,0,1.0,1.0,1.0,1.0,4.0,True,False,False
4063,0,3.0,3.0,2.0,1.0,3.0,True,False,False
4066,0,30.0,0.0,3.0,3.0,2.0,True,False,False
4067,1,7.0,1.0,2.0,3.0,3.0,True,False,False
4068,1,0.0,4.0,2.0,3.0,3.0,True,False,False
4070,1,0.0,3.0,2.0,2.0,2.0,True,False,False
4073,0,4.0,1.0,2.0,3.0,2.0,True,False,False
4078,0,0.0,1.0,1.0,4.0,4.0,True,False,False
4079,0,0.0,1.0,2.0,3.0,4.0,True,False,False
4080,0,1.0,3.0,2.0,3.0,4.0,False,False,True
4081,0,7.0,1.0,3.0,2.0,4.0,False,False,True
4083,1,0.0,1.0,1.0,2.0,1.0,True,False,False
4084,0,15.0,1.0,2.0,2.0,4.0,True,False,False
4085,1,0.0,1.0,1.0,1.0,2.0,True,False,False
4087,1,1.0,3.0,1.0,1.0,1.0,True,False,False
4088,0,0.0,1.0,2.0,1.0,2.0,True,False,False
4089,0,2.0,0.0,3.0,1.0,4.0,True,False,False
4091,1,30.0,1.0,1.0,1.0,1.0,True,False,False
4092,0,0.0,4.0,1.0,1.0,4.0,False,True,False
4094,0,5.0,1.0,1.0,1.0,3.0,True,False,False
4095,1,0.0,0.0,3.0,1.0,2.0,True,False,False
4096,0,0.0,2.0,2.0,1.0,2.0,True,False,False
4097,0,20.0,1.0,2.0,1.0,1.0,True,False,False
4098,0,0.0,1.0,3.0,1.0,3.0,False,True,False
4099,1,0.0,2.0,1.0,2.0,2.0,True,False,False
4100,0,1.0,1.0,3.0,2.0,4.0,True,False,False
4101,0,3.0,1.0,3.0,3.0,2.0,True,False,False
4102,0,30.0,3.0,2.0,3.0,2.0,True,False,False
4104,0,0.0,1.0,2.0,2.0,3.0,True,False,False
4105,0,0.0,1.0,1.0,2.0,2.0,False,False,True
4107,1,0.0,4.0,1.0,2.0,2.0,True,False,False
4109,0,0.0,3.0,3.0,2.0,3.0,True,False,False
4110,0,3.0,3.0,2.0,1.0,3.0,True,False,False
4111,0,3.0,1.0,2.0,1.0,2.0,True,False,False
4113,0,0.0,1.0,1.0,2.0,3.0,False,True,False
4115,0,0.0,0.0,1.0,2.0,3.0,True,False,False
4117,0,0.0,1.0,3.0,1.0,4.0,False,False,True
4120,1,2.0,1.0,1.0,1.0,4.0,True,False,False
4121,1,0.0,1.0,2.0,1.0,3.0,True,False,False
4122,1,0.0,1.0,2.0,1.0,4.0,True,False,False
4124,0,0.0,1.0,1.0,2.0,2.0,True,False,False
4126,1,0.0,3.0,1.0,1.0,4.0,True,False,False
4127,0,0.0,3.0,2.0,1.0,3.0,True,False,False
4129,1,2.0,3.0,2.0,1.0,4.0,True,False,False
4131,0,10.0,3.0,2.0,1.0,4.0,True,False,False
4132,0,5.0,3.0,3.0,1.0,2.0,True,False,False
4133,0,3.0,2.0,2.0,1.0,2.0,True,False,False
4135,0,0.0,2.0,2.0,1.0,2.0,False,False,True
4138,0,0.0,1.0,2.0,2.0,3.0,True,False,False
4139,0,0.0,1.0,2.0,2.0,3.0,True,False,False
4140,0,2.0,1.0,2.0,2.0,4.0,True,False,False
4141,0,0.0,3.0,2.0,2.0,4.0,True,False,False
4143,0,0.0,0.0,1.0,3.0,2.0,False,False,True
4145,0,10.0,3.0,2.0,2.0,4.0,True,False,False
4146,0,0.0,1.0,3.0,2.0,4.0,True,False,False
4147,1,0.0,3.0,2.0,2.0,3.0,True,False,False
4148,1,15.0,2.0,1.0,2.0,2.0,True,False,False
4149,1,0.0,3.0,1.0,1.0,3.0,True,False,False
4150,1,15.0,1.0,3.0,2.0,3.0,True,False,False
4151,0,0.0,1.0,2.0,1.0,3.0,True,False,False
4153,1,2.0,4.0,2.0,1.0,4.0,True,False,False
4155,0,0.0,2.0,2.0,1.0,2.0,True,False,False
4156,1,0.0,1.0,1.0,2.0,4.0,True,False,False
4158,0,0.0,1.0,1.0,2.0,3.0,True,False,False
4159,1,0.0,1.0,2.0,1.0,3.0,True,False,False
4160,0,0.0,1.0,2.0,2.0,4.0,True,False,False
4161,0,0.0,0.0,1.0,2.0,3.0,True,False,False
4165,0,3.0,0.0,2.0,3.0,4.0,False,True,False
4167,0,5.0,3.0,1.0,1.0,2.0,True,False,False
4170,0,0.0,3.0,2.0,1.0,2.0,True,False,False
4171,0,0.0,1.0,2.0,1.0,3.0,True,False,False
4175,0,3.0,3.0,2.0,1.0,4.0,False,True,False
4177,0,0.0,1.0,3.0,1.0,2.0,False,True,False
4178,0,5.0,0.0,2.0,2.0,4.0,False,True,False
4180,0,10.0,1.0,3.0,1.0,2.0,False,True,False
4181,1,0.0,2.0,2.0,1.0,2.0,True,False,False
4182,1,0.0,3.0,2.0,1.0,2.0,True,False,False
4183,0,0.0,1.0,2.0,1.0,2.0,False,True,False
4184,0,1.0,3.0,1.0,1.0,2.0,True,False,False
4186,1,30.0,2.0,3.0,1.0,1.0,True,False,False
4188,1,10.0,1.0,2.0,1.0,4.0,True,False,False
4191,0,3.0,2.0,2.0,1.0,2.0,True,False,False
4194,1,3.0,1.0,2.0,1.0,2.0,True,False,False
4196,1,0.0,1.0,1.0,1.0,4.0,True,False,False
4198,1,5.0,3.0,2.0,1.0,4.0,True,False,False
4200,0,20.0,4.0,1.0,1.0,3.0,True,False,False
4202,1,0.0,0.0,1.0,1.0,1.0,False,False,True
4204,0,0.0,3.0,2.0,1.0,3.0,True,False,False
4205,1,0.0,1.0,2.0,1.0,2.0,True,False,False
4209,0,0.0,2.0,2.0,1.0,4.0,True,False,False
4211,0,0.0,1.0,1.0,1.0,2.0,True,False,False
4212,0,0.0,1.0,2.0,1.0,3.0,True,False,False
4213,0,5.0,2.0,1.0,1.0,4.0,True,False,False
4214,0,0.0,0.0,1.0,2.0,1.0,True,False,False
4215,1,0.0,4.0,3.0,1.0,2.0,True,False,False
4218,1,2.0,1.0,2.0,1.0,1.0,True,False,False
4220,1,5.0,1.0,3.0,1.0,2.0,True,False,False
4221,0,30.0,1.0,3.0,1.0,3.0,True,False,False
4226,0,8.0,1.0,3.0,1.0,4.0,True,False,False
4235,1,0.0,1.0,3.0,1.0,4.0,True,False,False
4236,1,0.0,1.0,2.0,1.0,1.0,True,False,False
4238,1,2.0,1.0,2.0,1.0,3.0,True,False,False
4239,1,1.0,4.0,2.0,1.0,1.0,True,False,False
4240,1,2.0,1.0,2.0,1.0,3.0,True,False,False
4241,1,4.0,3.0,2.0,2.0,2.0,False,True,False
4242,0,14.0,1.0,1.0,2.0,1.0,True,False,False
4243,1,0.0,3.0,1.0,2.0,4.0,True,False,False
4244,0,0.0,1.0,2.0,2.0,2.0,True,False,False
4246,1,0.0,4.0,2.0,2.0,1.0,False,True,False
4248,1,0.0,1.0,1.0,1.0,4.0,True,False,False
4249,1,0.0,2.0,3.0,3.0,4.0,True,False,False
4250,1,0.0,3.0,1.0,1.0,1.0,True,False,False
4251,0,0.0,3.0,2.0,2.0,2.0,True,False,False
4253,1,6.0,0.0,2.0,3.0,2.0,True,False,False
4255,1,10.0,4.0,2.0,2.0,1.0,True,False,False
4257,1,0.0,2.0,2.0,2.0,3.0,True,False,False
4258,0,3.0,4.0,1.0,2.0,2.0,True,False,False
4259,1,0.0,0.0,1.0,1.0,1.0,True,False,False
4261,1,0.0,1.0,1.0,2.0,3.0,True,False,False
4263,1,0.0,1.0,2.0,3.0,3.0,True,False,False
4266,0,0.0,3.0,3.0,2.0,2.0,False,True,False
4269,1,3.0,1.0,1.0,1.0,3.0,True,False,False
4270,0,14.0,3.0,3.0,2.0,2.0,True,False,False
4276,1,10.0,1.0,3.0,1.0,2.0,True,False,False
4279,0,0.0,1.0,1.0,2.0,3.0,False,True,False
4280,0,0.0,1.0,3.0,1.0,2.0,True,False,False
4281,0,0.0,1.0,3.0,2.0,2.0,False,True,False
4282,0,30.0,1.0,3.0,2.0,3.0,False,True,False
4283,1,0.0,1.0,2.0,1.0,3.0,False,True,False
4284,0,0.0,0.0,1.0,2.0,4.0,True,False,False
4285,0,30.0,0.0,3.0,3.0,2.0,False,True,False
4286,0,0.0,1.0,1.0,1.0,2.0,False,True,False
4288,0,1.0,1.0,2.0,2.0,3.0,True,False,False
4290,1,4.0,4.0,2.0,1.0,2.0,True,False,False
4291,1,0.0,3.0,2.0,1.0,4.0,True,False,False
4292,0,4.0,1.0,2.0,1.0,3.0,True,False,False
4295,0,3.0,2.0,2.0,1.0,4.0,True,False,False
4298,0,2.0,1.0,3.0,1.0,2.0,True,False,False
4299,0,0.0,3.0,2.0,1.0,2.0,True,False,False
4300,0,0.0,4.0,2.0,1.0,2.0,False,True,False
4301,0,0.0,2.0,3.0,1.0,4.0,False,True,False
4304,0,0.0,3.0,1.0,2.0,1.0,False,True,False
4305,0,0.0,1.0,1.0,1.0,3.0,False,True,False
4306,1,0.0,3.0,1.0,1.0,4.0,True,False,False
4307,1,0.0,1.0,2.0,1.0,1.0,True,False,False
4309,0,15.0,3.0,2.0,1.0,2.0,True,False,False
4312,1,1.0,4.0,1.0,2.0,3.0,True,False,False
4313,0,0.0,3.0,3.0,2.0,2.0,False,True,False
4314,1,10.0,1.0,2.0,1.0,4.0,True,False,False
4317,1,5.0,1.0,2.0,1.0,1.0,True,False,False
4319,1,0.0,1.0,2.0,1.0,1.0,False,False,True
4320,1,15.0,4.0,3.0,1.0,2.0,True,False,False
4323,1,0.0,1.0,3.0,1.0,2.0,True,False,False
4324,0,3.0,1.0,2.0,1.0,2.0,False,True,False
4326,1,3.0,4.0,2.0,1.0,1.0,False,True,False
4328,0,0.0,1.0,2.0,2.0,2.0,False,True,False
4331,1,0.0,1.0,3.0,2.0,2.0,True,False,False
4332,0,0.0,1.0,2.0,2.0,4.0,True,False,False
